Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,United Kingdom,GBR,16.67114205,13.4881454,9.550934593,9.465147272,9.366117685,9.581737144,9.377141556,9.30040023,9.098016065,8.980207726,8.839418291,8.599396448
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,United Arab Emirates,ARE,7.493888516,9.072000292,7.949586749,7.703089172,7.668185426,7.530345439,7.763546407,8.833294938,8.984417898,9.154513274,8.733495107,8.720836499
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Ukraine,UKR,..,16.31151879,13.22096899,11.89815929,12.3809951,11.26503039,12.22812816,11.90277912,12.21912603,12.06036298,11.55612712,10.83555328
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Uganda,UGA,5.341025639,7.098978105,16.88340581,17.21544065,16.7925378,15.67818335,15.58098278,16.91800131,16.36234116,15.52299609,15.82030544,15.45041921
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Tuvalu,TUV,3.078283945,0.755200972,1.098172595,1.039138208,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Turks and Caicos Islands,TCA,..,3.39478993,1.253541469,0.998983836,0.712933864,0.740306692,0.732309868,0.69847101,0.695244677,0.725431953,0.730217382,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Turkmenistan,TKM,..,9.837258281,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Turkey,TUR,21.95780697,18.75448926,15.10125966,16.48056925,15.87917079,16.23927335,16.79190795,16.71035939,16.59863255,17.59050179,19.04675201,18.95754494
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Tunisia,TUN,16.88656305,16.15585069,16.52844761,16.60278297,16.2450394,15.94283517,15.56215637,15.27303986,14.92242925,14.78192694,14.31109169,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Trinidad and Tobago,TTO,..,..,..,..,19.1776257,15.25416397,16.05201796,15.34259157,18.82877621,18.15038712,18.87317758,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Tonga,TON,5.125852836,9.152110077,6.061456433,5.922580645,5.683237572,6.321986179,6.215040398,6.19312138,6.205733558,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Togo,TGO,9.928405567,7.46296374,7.23288887,7.853066956,6.892033762,6.054568641,7.422353828,6.807005648,7.047663246,6.514231479,6.579517862,6.567668304
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Timor-Leste,TLS,..,2.533701617,1.009289504,0.89895507,0.801162439,0.721290982,0.774306521,0.967791292,1.088912769,1.537390663,1.678471659,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Thailand,THA,27.203606,28.37544528,30.93047882,28.99588092,27.97278735,27.58869075,27.57350721,27.37410506,27.14295161,27.03521914,26.73715285,25.30011949
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Tanzania,TZA,8.483519182,9.858122607,8.665829302,9.54869846,9.438233264,9.110895166,9.120109,7.855564961,7.813717838,7.659011283,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Tajikistan,TJK,24.82853224,..,..,9.662765911,9.470980087,9.226041113,7.617665427,8.698229864,9.720424897,10.0012092,10.5,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Syrian Arab Republic,SYR,20.37580871,6.65631858,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Switzerland,CHE,20.49386712,17.86921591,18.79292205,19.13275009,18.76499601,18.64832812,18.36203263,17.94237828,18.09848092,18.2828524,18.19730151,18.73448561
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sweden,SWE,18.37945664,20.1587442,14.7205842,14.59704579,13.92046563,13.30496399,13.06286676,13.60516563,13.1918666,13.04552945,13.03144415,13.04793277
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Suriname,SUR,9.552008239,14.21889527,20.98724256,20.8137282,21.29122551,18.78570167,16.35249219,9.897903038,13.43321874,15.82210018,14.46562815,14.28571429
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sudan,SDN,8.3363334,8.301581589,8.076714785,9.091448792,8.35456995,6.955875062,6.271965999,5.680500716,7.56659888,6.8889234,12.94150379,11.72473736
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,St. Vincent and the Grenadines,VCT,6.953382888,5.041425613,4.822460597,4.334036318,4.287195604,4.426219406,4.879302535,4.876984477,4.911141294,5.039553411,5.012531328,4.478717008
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,St. Lucia,LCA,..,..,3.362954748,3.477246727,3.39748323,3.029153337,2.902472269,2.985581779,3.14618858,3.099009418,3.215070174,3.413198094
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,St. Kitts and Nevis,KNA,7.882726697,6.808999441,8.466830371,7.91363974,7.696400974,7.4385414,7.133245782,6.791119028,5.939042156,5.716026496,5.76469295,5.675410899
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sri Lanka,LKA,13.40277966,15.05451498,18.05480684,18.42426122,19.44260242,17.96362414,16.97410879,16.26195112,16.37856337,15.37129444,15.82001302,16.36131367
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Spain,ESP,..,16.23259052,11.39759245,11.49861388,11.12492593,11.19265192,11.31038078,11.30040182,11.27531782,11.42288605,11.23288856,11.10620389
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,South Sudan,SSD,..,..,2.331123774,2.063109892,2.715971552,4.017251079,2.675835618,3.534277011,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,South Africa,ZAF,21.60577447,17.47329667,13.05305354,11.9951684,11.717405,11.60092153,12.04630861,12.02167766,12.02617078,12.01133579,11.75516768,11.78052722
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Somalia,SOM,4.427586525,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Slovenia,SVN,..,21.66002161,17.47902303,18.21143744,18.73041032,19.15985915,19.62320588,19.93938368,20.17918288,20.62626595,20.42707113,20.22101834
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Slovak Republic,SVK,..,19.97940878,18.15758674,18.24882239,18.24074148,17.49427223,19.26065193,19.50877576,18.54453549,17.97226548,18.93684643,18.48942058
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sint Maarten (Dutch part),SXM,..,..,..,1.527810933,1.156003853,0.939377389,0.924116808,0.906281104,0.818134445,0.765966826,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Singapore,SGP,24.40422571,25.86148604,20.77383303,19.58255151,19.11682198,17.63840961,17.99976889,18.08932985,17.55302257,18.43119087,20.74143734,19.80252092
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sierra Leone,SLE,4.323785904,3.345756484,2.177330168,2.254230489,2.017635715,1.641227274,1.532608562,1.768628824,1.820707878,1.957706523,2.099095274,1.914007201
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Seychelles,SYC,10.09608052,19.20985968,8.032039299,7.307596999,8.42693569,7.215353736,6.50119905,5.984088281,5.75408382,5.930910035,6.745419121,6.177494354
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Serbia,SRB,..,27.1198191,15.30340435,15.22828907,15.82085669,16.11881937,14.9636596,14.71398443,14.73926532,15.09001038,14.50962334,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Senegal,SEN,..,..,15.46775633,17.16104292,16.84189717,17.33702153,16.99741556,17.04305501,16.41265626,15.80530875,15.7279524,15.65816784
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Saudi Arabia,SAU,8.543194879,9.609096678,11.01440636,10.01146861,9.789448047,9.931378594,10.79530665,12.68447447,12.90714056,12.89216653,12.80934765,12.54002666
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Sao Tome and Principe,STP,..,..,8.483134781,8.332510322,7.381573237,7.272282044,6.466076549,6.368786402,7.0162956,7.249035766,7.44365924,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Samoa,WSM,..,19.08673224,10.16327492,9.405297259,9.985448205,9.597001289,8.897720404,8.296798877,8.085442885,8.03733219,6.288605146,6.048495734
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Rwanda,RWA,18.30498422,11.64045502,8.320687389,8.443753897,8.366644383,6.892559952,6.898143482,6.935675568,6.815201087,7.677866309,7.551453715,8.192927576
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Russian Federation,RUS,..,..,12.81547047,11.47093372,11.41528544,11.05730634,11.33558041,12.38301887,11.7002791,12.31277213,13.02861131,13.09177921
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Romania,ROU,..,19.81289205,22.93786808,24.86757141,19.91328233,20.36669849,20.97986494,19.58439367,20.1202297,19.93659602,18.7081582,16.97629333
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Qatar,QAT,..,31.94482443,12.52776196,9.462716677,10.5240018,10.20502676,10.1421686,8.915586522,8.476113742,8.687172904,9.203397276,8.6047525
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Puerto Rico,PRI,39.62172296,39.68895559,47.34365169,46.59612144,46.24771574,46.44304539,46.73319941,47.90264618,48.44287772,48.74421797,47.37061534,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Portugal,PRT,..,15.04933732,11.60126587,11.34306038,11.39409083,11.54560914,11.79145148,12.13870877,12.15338515,12.34250796,12.13519787,11.69120552
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Poland,POL,..,16.11818503,15.55699932,15.9079769,16.33723553,15.90293893,16.7673198,17.619788,18.05348097,16.93029536,16.78483174,16.88909356
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Philippines,PHL,24.83065472,25.27956525,21.91920172,21.70432695,21.32857121,20.43449877,20.57508399,19.92802237,19.5903032,19.50020206,19.09824717,18.46326431
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Peru,PER,..,15.2145262,15.55649929,15.09145987,15.16439658,14.83140652,13.95969764,13.78802017,13.34402811,12.97084692,12.94018825,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Paraguay,PRY,14.48414796,15.6778275,18.56647345,18.41602424,18.51532612,18.27662339,18.81475755,19.44192486,19.07988692,19.44689998,18.91785679,18.30346799
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Papua New Guinea,PNG,8.968854431,7.166334559,2.440339284,2.508862882,2.466265409,2.440516591,2.128229175,1.77710948,1.931402629,1.945336704,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Panama,PAN,15.30728864,11.27140635,7.096734748,6.33825556,6.231557494,6.631359649,6.605771061,6.390814118,6.17499918,6.056992237,5.875949282,5.622986551
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Palau,PLW,..,2.785433536,0.8121579,0.872717181,0.987999714,1.035416342,0.997215676,0.943447034,0.934875266,0.979177974,1.014032294,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Pakistan,PAK,15.46002479,10.21979345,13.07486058,13.83010586,14.01583319,13.56811206,13.5424308,12.79208896,12.08075504,11.99853892,12.18410043,12.45706147
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Oman,OMN,..,154.6489614,58.23387281,49.76044355,45.39526389,53.18922773,49.90039745,38.62676284,33.56409493,37.3812427,38.20061447,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Norway,NOR,10.31205825,8.846314859,7.192147804,6.752681919,6.614456624,6.617719841,6.80718438,6.873817164,6.562081605,6.400380897,5.89895946,6.253634458
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,North Macedonia,MKD,30.01353383,8.968573796,9.865628773,11.4100813,10.23863142,9.914104855,10.95140354,11.76035953,12.28893989,12.60253096,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Nigeria,NGA,17.78259534,13.93340041,6.552816976,7.171084296,7.724546672,8.928929322,9.635811603,9.428437322,8.679697782,8.741993492,9.648947481,11.5223587
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Niger,NER,8.730978852,7.339291218,5.578419621,5.310995756,6.271095067,6.659662171,7.175748523,6.706148462,6.63269273,6.645313908,6.257372171,6.180010811
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Nicaragua,NIC,..,12.47651664,14.26547556,14.05185668,14.20644938,14.49453099,14.73294769,14.1981611,14.14479567,13.64246403,14.07593758,14.14637557
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,New Zealand,NZL,17.7900088,15.50413471,10.83677752,10.93051167,10.6054059,10.23895771,11.07275865,11.28911837,10.09438289,10.24371852,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,New Caledonia,NCL,4.747491487,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Netherlands,NLD,16.70054599,13.35311179,10.4692367,10.80311028,10.73516845,10.28808578,10.36065281,10.80175882,10.85104971,11.05242052,11.1068047,10.96162679
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Nepal,NPL,5.759263557,8.840859263,5.946139,5.891273591,5.968792885,5.918073688,5.751729379,5.585514479,5.368764193,5.005128218,4.989287688,4.984175493
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Nauru,NRU,..,..,..,..,..,34.86822917,18.04324561,0,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Namibia,NAM,10.40985781,9.963784734,12.47746496,13.65339541,12.19000589,10.3559195,9.756170506,11.3798643,11.6861407,11.924607,12.02309585,11.74293229
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Myanmar,MMR,..,7.164738178,19.86208285,19.72131197,20.09235404,19.91591375,19.9307583,21.3135185,22.99234664,24.22443595,24.76031656,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Mozambique,MOZ,..,12.99912597,9.99455477,9.80876486,8.649883399,8.187376209,8.025907722,8.192260008,8.47913418,8.201034639,8.81031299,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Morocco,MAR,19.28359759,18.49550868,15.59090724,15.49330124,15.23161859,15.5131342,16.49048603,16.13695025,15.67809449,15.69453548,15.69845919,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Montenegro,MNE,..,9.280763142,4.55276488,4.971665787,4.07631424,4.043056303,3.880018115,4.08869912,3.735535677,3.847208631,3.983611866,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Mongolia,MNG,20.36867779,6.702337967,6.814013595,7.069942595,7.482232191,8.721663906,8.777293093,7.637978608,7.324356946,9.026770234,9.452318079,9.608028002
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Moldova,MDA,..,13.95310657,9.95377279,10.56474204,10.65443724,11.19385228,11.60211299,11.95822057,11.89704373,11.55295348,11.21490327,10.8883997
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"Micronesia, Fed. Sts.",FSM,..,1.590376548,0.420786269,0.429230046,0.396273538,0.363350466,0.366616218,0.41884433,0.557145316,0.528108899,0.492371476,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Mexico,MEX,19.13556361,18.98785185,15.56167935,15.3512843,16.3467248,15.83182395,15.89917709,17.14116076,16.97505185,17.25879365,17.32236481,17.31343281
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Mauritius,MUS,20.64655172,19.74584303,14.16431515,13.86614728,13.64774529,13.90639559,13.58815698,13.03657296,12.39888215,11.80334251,11.33504138,11.02538616
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Mauritania,MRT,8.419389627,9.874600799,6.70568705,5.742828681,6.521132118,6.406984148,7.414093919,7.438345505,6.111147578,7.714136859,7.81210272,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Marshall Islands,MHL,..,2.367021392,3.673302513,4.556189021,3.950899741,4.210382755,5.691011129,3.872326917,5.063462812,4.081670041,4.026021566,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Malta,MLT,21.88382646,20.29782887,11.35995151,11.46682092,11.06466013,9.57615055,8.688983817,7.501352904,7.181595443,7.301999566,7.396420403,7.178583005
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Mali,MLI,..,..,3.149648729,2.927254709,2.956491761,2.486147976,2.534148647,2.528456722,1.979648557,2.315535556,2.719782941,3.012220122
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Maldives,MDV,..,7.960347329,2.287710848,2.580529047,2.624527275,2.118382157,1.984973239,1.917146543,2.051002556,2.144383944,2.097606799,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Malaysia,MYS,24.2246874,30.86354977,23.43377557,23.32020449,23.13817629,22.84074242,22.87393024,22.29330102,21.79694614,21.85633632,21.56396303,21.46389412
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Malawi,MWI,16.64939904,11.61744248,9.909851245,10.06951316,9.254067752,9.563997098,9.549752663,9.60125083,9.518886746,9.365893032,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"Macao SAR, China",MAC,..,7.506767029,0.553652283,0.458302616,0.463326527,0.398674323,0.417354718,0.597990685,0.595244657,0.554589913,0.538381617,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Luxembourg,LUX,..,9.629492839,5.241629385,4.942056052,4.766738011,4.885515046,3.952534923,4.63445031,5.316471855,5.007854461,5.143461247,4.550334893
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Lithuania,LTU,..,16.76096961,16.93439197,18.3721989,18.70181047,17.61661177,17.34968155,17.21995173,16.89478915,16.97175952,16.5175677,16.16880706
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,36.86668185,39.3562285,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Liberia,LBR,..,2.452974828,2.606441441,2.277035029,2.116949651,1.928891425,2.264755089,2.14038401,1.952513648,1.842384084,1.748204657,1.68644829
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Lesotho,LSO,9.52392864,13.62089707,12.88424854,12.57340027,11.23173138,10.69399715,11.96262411,15.0498918,16.3084317,15.04872013,16.25117702,15.94746245
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Lebanon,LBN,..,11.41429669,7.721533803,7.579314185,7.388618202,7.525200735,7.533680226,8.063245043,8.349852555,8.272872673,7.621206914,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Latvia,LVA,..,13.64432573,11.94973223,11.78344436,11.60005971,11.20019096,10.739846,10.4208191,10.27058303,10.53369129,10.38024783,10.17769112
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Lao PDR,LAO,4.176091037,8.710887028,11.09441037,10.67136615,8.983772742,8.435402283,8.427695284,8.190052195,7.771563827,7.483534519,7.45272744,7.477474446
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Kyrgyz Republic,KGZ,26.4088785,18.10253421,16.86028862,18.26824869,12.07174383,15.76808892,13.6761968,14.0507757,15.43426087,14.99082804,14.26446331,14.29734541
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Kuwait,KWT,..,6.915118882,5.978076858,5.611577789,5.964414652,5.879887674,5.54241232,6.977573949,7.202086176,7.501399872,6.836743583,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Kosovo,XKX,..,..,11.1131304,10.25859383,10.85632956,10.97886081,10.34216435,10.77664887,10.96851782,10.91535571,11.32305496,11.53172496
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"Korea, Rep.",KOR,25.01897224,26.44837351,27.43876659,28.23679861,27.8318955,27.78585374,27.04245216,26.60603573,26.35776522,26.94587269,26.64947449,25.38407209
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Kiribati,KIR,0.733333333,4.428103448,5.61447213,5.788389162,4.969059035,4.515466176,4.648806449,3.8450225,4.208213833,4.310069652,4.076881594,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Kenya,KEN,10.0532694,10.31558075,11.25526333,11.75050015,11.00828713,10.67655197,9.958065588,9.371073725,9.31880448,8.07192429,7.766349383,7.541909129
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Kazakhstan,KAZ,..,16.48825479,11.32131822,11.08657422,11.08079904,10.63497383,10.31824363,10.27540938,11.33013967,11.28015694,11.42862275,11.37712776
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Jordan,JOR,12.1695276,16.09019664,20.04947151,20.35147878,19.77785211,20.42474053,19.99842598,19.4596986,19.14987043,19.18535395,19.01286743,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Japan,JPN,..,22.55820135,20.83301439,19.665716,19.73152426,19.43625645,19.73129704,20.81332184,20.72884946,20.78775242,20.74686704,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Jamaica,JAM,..,9.345912697,7.750648215,7.886422364,8.085526045,8.158406742,8.119301104,7.949048286,7.667035433,7.700220511,7.674975001,7.674974999
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Italy,ITA,20.02445858,17.57324471,14.22932609,14.21404552,13.8496257,13.88001981,13.97623924,14.39537139,14.79103387,14.91387042,14.99925092,14.91285192
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Israel,ISR,..,16.82326333,14.335455,14.01661914,14.22514309,13.04655699,12.70528223,13.03311983,12.08349648,12.07053561,11.95795973,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Isle of Man,IMN,..,..,4.065755301,4.002975181,3.734362396,3.315261604,2.754927488,2.79541492,2.503102919,2.145017093,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Ireland,IRL,..,23.13283109,19.4434443,21.03606038,20.12825235,19.64350483,19.9347016,34.56629565,33.10453258,31.65751223,32.39054902,30.83843965
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Iraq,IRQ,3.681081419,0.908108148,2.269906805,2.821903293,2.721776318,2.340110795,1.827205373,1.820328668,2.054296194,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"Iran, Islamic Rep.",IRN,14.51243465,16.63922502,12.78390806,12.20960387,14.4442318,13.74564039,13.75049814,12.37444491,11.89556072,11.99471421,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Indonesia,IDN,19.89302505,22.65975121,22.03862859,21.7608545,21.45095506,21.02868868,21.07517605,20.98578743,20.52297468,20.16002236,19.86378841,19.70208697
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,India,IND,16.59759644,15.92702302,17.02993425,16.13933813,15.81692301,15.25302269,15.06557011,15.58385456,15.16223715,14.89391961,14.58400941,13.72217168
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Iceland,ISL,..,11.55023487,12.8340243,13.10315207,11.65924253,11.51389662,11.32833868,10.58489225,9.298445851,8.870370351,8.401132496,8.676899475
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Hungary,HUN,..,19.10706293,18.22876081,18.54724786,18.56668745,18.75232644,19.5030447,20.31108686,19.77433681,19.54279853,18.64086623,18.23303941
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,"Hong Kong SAR, China",HKG,..,4.590576007,1.711954747,1.580724038,1.502165622,1.410275896,1.233846828,1.113965008,1.077882686,1.026515915,0.977027164,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Honduras,HND,21.54128493,20.53561885,16.53655701,17.19439402,17.68613956,17.29425925,17.25458749,17.54311202,17.14677251,17.1266629,16.82613458,16.34051188
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Haiti,HTI,13.71582854,9.604801495,4.586115219,9.6139278,6.603286953,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Guyana,GUY,4.551548211,2.64129456,5.893605971,5.656588134,5.543834595,5.893515309,5.464555469,5.767362842,5.00291988,5.283504161,5.004537927,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Guinea-Bissau,GNB,7.864307205,..,11.34204487,11.0965332,12.21176126,12.68043325,12.38172963,10.70263964,11.32828211,10.49912161,10.45250391,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Guinea,GIN,4.729707617,3.77539532,10.63328705,10.47127248,10.5298639,10.80078156,11.08249807,12.11873629,10.92692387,10.00998431,9.444597487,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Guatemala,GTM,15.05099129,13.17089605,18.63527849,18.647148,19.12041516,14.41642293,14.07664905,14.32632848,14.19060081,14.13556603,13.97629735,13.7851088
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Grenada,GRD,4.260959196,4.534634438,3.453041447,3.377424822,3.246825077,3.380658821,3.420720402,3.41926031,3.353309231,3.08059289,3.197928683,3.227927118
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Greenland,GRL,..,..,4.343656769,5.309427495,5.188370324,5.069133592,4.363989719,4.059760435,4.574263185,2.903970725,4.448411504,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Greece,GRC,..,9.492626945,7.236186824,7.813027712,8.042067481,8.442050093,8.406774303,8.658239733,9.191600108,9.445433359,9.59921885,9.523294534
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,Ghana,GHA,9.762852908,9.016849277,6.388658627,6.423765859,5.660586499,11.74503467,11.32658682,11.36703716,11.12244356,10.4648748,10.45946479,10.43673692
